,Overall,Potential,Age,Height(in cm),Weight(in kg),Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Curve,Acceleration,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Aggression,Vision,Penalties,Composure, GoalkeeperKicking,Nationality,Preferred Foot
8854,66,76,21,182,72,5,3,1,87,64,56,68,24,62,62,63,58,59,49,85,79,59,68,69,75,64,69,39,55,59,48,12,Netherlands,Right
8855,66,66,28,175,78,3,3,1,66,63,66,63,61,67,55,55,55,72,61,65,70,65,63,75,58,72,70,55,67,65,60,13,Peru,Right
8856,66,73,24,193,81,4,2,1,57,29,54,45,67,66,53,23,70,68,50,55,40,54,50,50,70,62,70,61,35,32,55,11,Senegal,Right
8857,66,66,32,184,80,3,2,1,51,28,43,48,66,66,24,25,65,64,29,45,34,68,62,40,78,59,67,68,28,45,52,13,Italy,Left
8858,66,66,37,178,76,3,3,1,37,65,71,66,64,60,69,59,67,74,73,36,59,57,69,74,60,53,56,77,65,57,70,10,Turkey,Right
8859,66,72,23,171,65,2,2,1,90,57,57,64,60,68,60,55,44,59,53,90,76,61,83,72,72,74,68,60,60,40,60,11,Canada,Right
8860,66,72,22,174,70,4,3,1,77,62,63,72,46,58,58,58,32,63,69,80,82,55,85,68,71,64,52,60,64,55,60,10,Belgium,Right
8861,66,66,32,179,72,3,1,1,66,64,61,69,50,64,29,13,13,34,24,49,65,65,54,46,77,40,66,31,54,25,47,61,Spain,Right
8862,66,69,24,180,79,3,3,1,67,70,53,61,32,65,35,72,67,61,55,67,55,61,60,72,63,72,70,45,58,75,55,15,Peru,Right
8863,66,66,28,190,84,2,2,1,71,40,45,49,65,77,31,34,68,51,41,57,47,56,54,56,65,63,86,75,46,49,60,6,Senegal,Right
8864,66,69,26,188,75,3,2,1,74,34,57,58,62,65,68,31,58,61,47,73,62,58,54,43,75,70,66,56,52,44,55,11,Spain,Left
8865,66,66,34,187,87,3,3,1,69,64,52,65,45,73,48,67,71,58,39,73,70,69,64,59,70,74,83,49,55,70,52,9,Argentina,Right
8866,66,79,19,180,76,4,2,1,69,30,47,59,66,64,31,28,60,64,36,67,62,64,64,40,74,55,68,63,42,34,57,6,England,Right
8867,66,78,18,187,77,3,3,1,74,66,53,65,20,64,52,68,59,58,55,72,63,59,68,66,65,68,72,40,46,62,50,7,Argentina,Right
8868,66,68,26,185,70,2,2,1,76,44,56,61,62,72,62,38,60,62,56,75,72,60,62,56,79,70,71,74,43,36,62,13,Senegal,Left
8869,66,73,22,190,70,1,1,1,67,62,64,67,30,64,12,9,11,28,11,28,35,64,21,48,37,24,44,23,35,14,40,64,England,Right
8870,66,66,37,175,75,3,3,1,51,54,63,65,68,65,68,46,63,65,67,55,62,66,61,65,77,60,67,63,60,61,67,12,United States,Left
8871,66,72,23,172,75,3,3,1,76,66,54,65,33,74,54,70,62,55,51,76,68,59,70,62,80,79,71,72,60,65,73,12,Ecuador,Right
8872,66,66,27,180,78,4,4,1,79,63,56,70,23,59,61,63,57,60,43,82,82,63,76,70,60,71,58,45,52,65,55,11,Germany,Right
8873,66,66,31,192,83,3,2,1,34,46,58,55,64,78,63,40,67,62,51,33,50,69,33,58,57,68,87,73,50,42,55,11,Switzerland,Right
8874,66,71,24,175,74,3,2,1,72,47,59,66,62,67,65,40,64,63,58,72,73,63,75,58,70,68,65,69,58,52,59,7,Greece,Left
8875,66,66,35,182,76,3,2,1,59,40,56,64,65,68,55,27,65,61,58,53,66,67,69,59,80,55,73,67,48,38,69,11,Portugal,Right
8876,66,66,28,185,80,3,2,1,72,66,44,61,30,76,31,69,68,54,38,69,68,57,71,70,75,78,84,55,42,67,62,9,Netherlands,Right
8877,66,66,27,186,88,4,2,1,49,61,66,64,62,76,65,54,47,66,58,51,61,67,65,71,68,80,78,68,67,53,66,9,Wales,Right
8878,66,72,24,190,83,3,3,1,79,65,58,69,43,71,51,63,46,64,64,78,74,63,51,73,34,78,76,59,63,52,65,9,Bosnia and Herzegovina,Right
8879,66,73,22,185,71,5,2,1,58,46,54,53,64,72,49,32,68,59,62,52,46,59,59,67,74,68,77,66,42,50,52,13,Germany,Right
8880,66,66,29,191,90,3,3,1,39,67,61,61,30,67,62,67,72,62,53,46,39,67,34,73,67,33,82,71,60,64,65,6,England,Right
8881,66,75,24,182,78,3,2,1,45,42,51,46,66,64,45,35,66,67,35,50,51,60,53,48,70,52,71,62,28,42,55,5,Spain,Right
8882,66,68,25,186,81,2,3,1,74,64,59,65,25,73,61,66,60,63,59,72,65,67,64,65,80,80,74,59,59,61,60,6,Germany,Left
8883,66,71,25,193,80,3,1,1,65,64,65,66,44,67,16,12,17,28,16,41,36,65,41,49,57,38,66,25,32,24,33,65,Spain,Right
8884,66,66,28,162,62,3,3,1,76,55,65,71,61,58,64,58,56,72,48,78,78,62,93,61,69,69,53,53,64,56,60,11,Argentina,Right
8885,66,77,22,179,73,3,3,1,73,44,55,60,61,73,61,35,63,57,56,71,70,63,68,58,79,82,71,65,48,34,57,8,Korea Republic,Right
8886,66,81,19,187,77,3,2,1,79,31,53,61,62,72,46,24,65,62,25,73,63,53,58,53,80,63,73,81,46,36,48,12,Switzerland,Left
8887,66,66,28,180,72,3,3,1,69,46,56,60,64,61,61,45,68,60,44,65,65,60,60,45,72,70,58,55,51,55,55,11,Venezuela,Left
8888,66,74,23,188,83,3,1,1,68,62,61,69,47,63,11,7,11,19,12,48,44,62,35,46,62,16,62,17,35,17,50,61,Slovenia,Right
8889,66,73,23,175,64,4,4,1,70,64,62,71,28,57,63,67,57,64,66,59,76,62,76,66,83,60,61,36,60,54,65,7,France,Right
8890,66,70,24,191,90,3,2,1,72,56,55,60,64,79,57,54,65,59,49,71,69,65,57,65,62,76,90,57,53,35,56,14,Poland,Right
8891,66,66,32,174,69,2,3,1,60,51,61,64,65,75,48,45,60,67,45,63,67,65,75,63,87,80,72,75,66,57,65,9,Côte d'Ivoire,Right
8892,66,77,22,180,78,3,2,1,60,48,61,65,56,69,45,43,39,72,44,63,71,70,64,53,60,83,66,59,63,39,71,8,Sweden,Right
8893,66,73,24,186,79,2,1,1,66,69,60,65,40,64,16,14,15,21,14,41,39,60,47,45,59,30,59,23,35,18,47,60,Peru,Right
8894,66,66,28,186,85,3,1,1,68,58,64,70,38,63,15,17,15,26,17,38,47,64,40,48,65,40,68,27,27,14,37,64,Germany,Right
8895,66,66,30,179,83,3,2,1,67,61,61,64,52,61,41,65,41,70,55,65,51,60,64,47,55,70,61,50,60,80,58,13,Peru,Right
8896,66,66,30,196,75,3,3,1,65,61,63,66,60,73,56,56,57,66,63,64,64,65,68,69,32,78,76,70,64,58,65,15,Senegal,Right
8897,66,76,20,171,69,3,3,1,80,60,59,70,33,39,70,68,41,66,54,80,72,58,82,65,49,49,34,37,53,65,60,10,Angola,Left
8898,66,73,23,180,80,4,3,1,79,59,57,70,26,64,59,64,59,59,35,78,82,54,73,57,61,70,75,30,57,59,57,13,Australia,Right
8899,66,66,39,189,88,3,1,1,62,67,69,63,32,72,13,8,24,18,12,32,38,59,42,52,69,38,70,43,64,31,30,69,Germany,Right
8900,66,76,22,187,88,2,1,1,57,63,66,65,49,66,12,10,9,38,14,40,38,78,44,50,60,22,67,20,40,19,34,66,Uruguay,Right
8901,66,75,21,179,66,3,3,1,77,65,56,69,27,52,60,66,59,60,51,78,79,47,75,67,57,55,58,34,54,59,55,10,France,Right
8902,66,66,30,180,79,2,3,1,82,60,60,66,38,63,62,62,44,62,62,81,77,61,74,58,64,64,70,44,62,59,58,11,Australia,Right
8903,66,66,30,185,80,3,3,1,76,64,55,69,27,72,55,69,59,61,57,73,82,65,72,64,87,78,71,63,48,60,67,10,Italy,Right
8904,66,66,31,180,77,3,3,1,71,61,61,66,63,67,61,57,60,62,65,72,72,63,71,72,67,64,70,65,59,55,63,9,Turkey,Left
8905,66,66,27,175,69,3,2,1,71,43,55,66,64,66,62,37,53,60,56,72,72,61,71,55,65,71,62,71,52,48,59,9,Turkey,Right
8906,66,76,20,171,67,2,4,1,83,57,54,74,23,53,55,63,38,56,49,87,88,56,93,57,48,59,58,32,65,54,56,9,Netherlands,Left
8907,66,70,25,187,75,2,1,1,67,66,65,66,32,66,14,9,13,15,14,38,36,58,45,49,64,18,37,28,38,11,24,65,Austria,Right
8908,66,66,30,175,74,3,3,1,67,63,66,68,48,58,65,63,51,66,69,69,78,61,80,63,75,49,59,63,67,65,64,15,England,Right
8909,66,66,28,182,76,3,2,1,71,51,57,63,63,65,60,49,50,59,35,73,70,65,69,57,58,74,64,57,62,41,58,14,Argentina,Right
8910,66,73,23,178,72,3,2,1,70,38,51,66,63,68,52,35,54,63,36,70,76,65,88,35,82,74,64,67,35,56,54,9,United States,Left
8911,66,74,21,186,82,4,2,1,71,58,66,64,59,73,64,51,45,69,64,72,70,62,81,72,76,80,71,68,64,59,70,5,Romania,Left
8912,66,72,24,178,72,3,4,1,78,62,61,67,43,58,75,66,65,61,70,75,72,50,73,71,54,68,58,44,57,54,61,10,Paraguay,Right
8913,66,72,23,180,73,3,2,1,77,43,48,59,65,69,59,40,57,45,45,82,74,61,81,42,75,72,67,69,51,57,50,11,South Africa,Right
8914,66,77,21,189,73,3,2,1,50,43,59,52,66,68,38,40,71,72,42,53,55,61,49,46,73,60,76,57,57,41,59,11,Spain,Right
8915,66,77,19,193,89,3,1,1,71,63,65,70,46,57,10,8,15,35,11,42,32,62,35,49,65,21,62,17,27,21,22,65,Netherlands,Right
8916,66,78,21,173,65,4,3,1,69,58,67,69,57,53,63,57,47,70,64,74,80,65,80,65,52,66,44,59,67,62,68,8,Spain,Right
8917,66,68,26,179,74,3,2,1,65,58,67,65,58,71,58,56,49,70,69,66,61,62,71,64,66,70,76,59,67,54,68,11,England,Left
8918,66,66,28,189,80,3,3,1,55,59,65,66,58,69,56,57,54,68,63,54,63,61,50,65,67,72,74,55,67,46,61,9,Norway,Right
8919,66,66,33,179,75,3,2,1,65,63,67,67,65,75,66,59,60,70,69,67,80,61,69,65,68,84,74,66,63,71,65,10,Australia,Left
8920,66,69,25,173,71,2,2,1,75,44,61,56,60,70,66,33,38,66,42,74,75,67,65,52,56,76,73,57,55,23,53,13,Romania,Right
8921,66,67,26,177,70,3,3,1,68,62,68,67,39,57,67,60,38,68,72,65,69,62,76,70,34,65,61,43,66,48,56,13,Switzerland,Left
8922,66,77,21,180,72,3,3,1,63,66,66,68,60,49,64,66,40,69,54,67,74,61,74,72,54,56,45,48,67,47,71,13,Spain,Right
8923,66,71,23,173,74,3,2,1,80,50,61,69,61,69,56,44,52,67,43,79,80,63,71,63,59,71,68,72,63,40,65,11,Croatia,Right
8924,66,78,21,180,78,3,3,1,73,62,63,68,51,66,57,61,42,66,55,72,74,61,68,65,53,73,67,56,66,64,68,13,England,Left
8925,66,75,21,170,67,3,3,1,64,40,58,57,62,52,65,50,60,66,46,66,65,69,74,26,58,64,45,51,51,39,53,11,Spain,Right
8926,66,66,30,173,74,3,3,1,87,64,57,68,34,64,58,67,65,58,59,88,87,61,72,64,88,62,66,54,60,67,67,11,Angola,Right
8927,66,66,33,176,69,4,3,1,76,62,62,68,35,59,67,62,34,65,56,75,76,58,64,70,42,69,70,25,58,65,62,10,Chile,Right
8928,66,68,28,180,72,2,2,1,73,37,53,48,67,65,41,32,72,66,35,70,65,62,70,55,70,70,64,61,42,38,61,10,South Africa,Right
8929,66,66,29,178,74,3,3,1,73,65,51,67,27,61,42,69,59,67,36,70,72,68,69,60,61,70,64,43,43,71,49,6,Ukraine,Right
8930,66,70,25,187,77,3,2,1,58,57,61,64,62,65,46,58,58,69,52,63,62,66,61,62,49,75,66,56,65,55,54,7,Germany,Left
8931,66,66,35,183,75,2,2,1,67,39,59,58,65,65,66,32,55,61,54,68,59,60,55,54,69,66,64,66,54,41,52,11,Germany,Left
8932,66,66,31,188,92,3,2,1,56,65,57,61,50,83,59,66,71,61,42,55,58,65,40,73,81,76,90,77,56,66,59,8,Northern Ireland,Right
8933,66,75,22,181,71,2,2,1,73,43,53,63,62,69,60,39,56,57,42,74,74,62,70,52,77,83,64,61,49,41,58,5,England,Right
8934,66,72,23,177,81,3,4,1,71,61,62,65,43,73,62,66,47,66,47,72,72,67,73,50,73,70,81,58,66,65,65,16,Peru,Right
8935,66,73,23,179,78,3,2,1,57,40,54,57,66,65,51,35,66,61,44,59,57,64,59,54,70,56,67,70,50,43,62,7,Spain,Right
8936,66,66,28,183,73,3,2,1,83,50,55,62,60,79,59,50,54,57,53,81,73,60,67,57,76,85,74,83,50,50,57,8,Scotland,Right
8937,66,73,23,171,70,3,2,1,71,44,57,57,62,51,66,44,55,61,44,74,60,57,87,42,58,76,38,51,47,47,54,11,Ukraine,Left
8938,66,79,21,183,77,4,2,1,70,66,57,66,36,61,49,69,58,63,61,69,66,62,65,66,59,62,65,50,57,53,59,8,Italy,Right
8939,66,75,22,183,64,4,3,1,75,54,59,67,64,65,57,61,51,66,52,78,73,57,72,52,63,60,71,57,55,49,57,8,England,Right
8940,66,75,23,185,70,3,3,1,66,67,59,68,33,66,59,68,62,66,53,67,68,62,70,66,62,63,72,58,59,62,60,6,Spain,Right
8941,66,66,31,175,78,3,3,1,48,65,68,66,53,63,62,63,42,72,76,51,71,65,67,74,43,52,67,73,67,42,65,13,United States,Right
8942,66,66,31,180,80,3,3,1,76,59,61,69,50,65,68,60,45,64,45,77,78,68,70,57,61,75,62,63,59,44,50,14,Argentina,Right
8943,66,80,19,170,63,3,3,1,72,54,65,71,40,45,58,51,44,68,66,73,70,66,88,68,59,55,37,50,69,55,64,10,Italy,Left
8944,66,74,23,177,73,2,2,1,64,42,61,59,62,66,53,36,45,71,48,63,68,62,71,59,71,70,61,74,52,41,49,9,England,Left
8945,66,71,24,174,70,3,3,1,81,47,53,68,58,70,64,43,45,56,53,82,80,60,80,55,62,84,70,54,46,44,57,14,Ecuador,Left
8946,66,77,22,185,78,3,2,1,64,35,51,50,67,66,35,35,65,61,37,66,52,62,56,44,80,51,75,61,51,46,50,9,Spain,Right
8947,66,78,20,180,69,3,3,1,76,67,59,69,26,53,49,68,60,64,64,78,61,62,63,66,56,57,57,39,65,71,54,9,Bolivia,Right
8948,66,66,26,185,78,5,3,1,77,62,62,67,32,59,65,62,48,62,56,77,71,61,64,66,80,56,63,47,64,59,65,10,Montenegro,Right
8949,66,77,22,174,68,4,2,1,74,40,58,64,62,59,64,39,46,64,47,77,84,62,82,45,67,62,58,55,53,42,50,12,England,Right
8950,66,70,25,186,79,3,2,1,55,52,61,61,64,75,52,52,68,67,54,52,61,64,49,56,67,65,81,75,61,56,57,8,Spain,Right
8951,66,66,31,172,64,2,2,1,75,45,62,64,61,58,65,40,39,62,63,76,81,58,84,53,74,78,44,63,60,45,62,16,Austria,Left
8952,66,75,20,183,72,2,2,1,62,23,47,47,67,66,38,19,60,64,36,62,49,63,57,32,66,61,70,64,27,34,49,10,Chile,Right
8953,66,68,25,191,79,3,2,1,76,47,60,64,58,85,68,36,72,61,59,75,64,55,64,66,86,86,84,88,57,43,53,9,Scotland,Right
8954,66,76,19,169,68,3,3,1,72,57,64,69,55,57,50,55,45,72,55,74,80,59,75,64,61,69,47,64,68,57,70,6,Argentina,Right
8955,66,72,22,192,80,3,2,1,56,31,48,46,66,73,32,26,65,58,25,53,43,62,48,45,58,65,77,75,49,30,46,15,Slovenia,Right
8956,66,74,23,175,70,3,2,1,68,56,57,64,62,73,46,52,46,64,49,72,61,81,76,70,64,91,66,71,61,46,59,8,Uruguay,Right
8957,66,67,28,190,83,4,3,1,50,62,61,66,59,80,54,59,68,65,43,54,62,65,64,68,70,76,85,75,66,56,62,13,Germany,Right
8958,66,67,27,178,75,2,3,1,87,54,60,67,59,64,64,50,54,60,66,90,87,59,82,65,68,71,63,56,57,60,61,12,Wales,Left
8959,66,70,23,190,84,3,2,1,62,38,46,39,69,68,35,32,66,61,27,60,50,55,48,46,70,68,70,60,33,45,46,13,Brazil,Right
8960,66,66,29,176,69,3,4,1,55,62,65,68,59,65,58,61,38,70,66,59,67,68,69,66,46,78,59,66,62,61,66,15,Norway,Left
8961,66,72,23,175,70,2,2,1,77,38,57,62,63,69,57,33,58,60,45,78,75,58,69,51,81,68,68,70,57,32,59,11,Ecuador,Right
8962,66,66,33,186,76,3,2,1,67,65,48,62,35,72,39,68,71,54,59,70,65,61,62,67,72,72,80,52,45,67,61,14,Italy,Right
8963,66,69,25,174,69,2,3,1,80,61,59,71,35,46,56,59,38,58,68,78,80,61,79,65,57,70,34,43,64,52,62,13,France,Right
8964,66,69,24,180,72,4,4,1,71,60,62,67,23,50,66,66,44,66,46,70,65,56,54,66,34,56,58,25,58,51,57,6,Spain,Right
8965,66,66,26,173,68,4,2,1,70,46,58,61,62,70,63,42,49,63,57,72,60,56,72,55,84,80,66,65,51,42,56,7,Scotland,Right
8966,66,66,28,170,64,2,3,1,83,52,59,65,60,63,64,52,49,60,59,84,80,61,88,53,81,72,58,60,58,53,59,7,Gabon,Left
8967,66,71,24,175,69,3,2,1,66,59,70,64,50,61,67,59,53,74,60,67,65,60,76,65,63,76,52,63,69,57,57,11,Belgium,Right
8968,66,73,24,180,71,2,3,1,80,53,62,65,60,68,66,40,56,65,55,80,72,61,80,70,58,70,72,58,64,52,49,13,Ecuador,Right
8969,66,73,23,191,78,3,2,1,43,42,56,58,66,73,49,36,65,66,48,46,47,63,55,62,38,69,84,57,44,36,63,6,Denmark,Right
8970,66,73,22,193,88,2,1,1,69,65,67,68,24,65,10,11,11,29,15,25,26,49,23,50,40,19,63,26,24,13,22,67,Germany,Left
8971,66,66,31,182,78,3,3,1,72,52,63,65,62,73,46,48,55,68,69,60,84,65,78,59,66,73,77,67,67,58,65,8,France,Right
8972,66,67,30,186,82,3,1,1,69,67,63,66,44,63,9,9,12,20,11,45,41,52,34,47,58,34,71,27,26,23,45,63,France,Right
8973,66,66,32,180,72,3,2,1,73,49,58,58,60,71,62,41,50,61,48,73,68,63,70,60,77,86,65,65,55,61,55,13,Romania,Right
8974,66,78,21,178,75,3,3,1,77,52,60,67,38,48,63,55,34,62,58,80,74,64,74,55,33,61,39,60,60,63,59,7,Spain,Right
8975,66,68,26,180,62,3,2,1,79,38,58,62,59,61,64,34,48,61,61,78,69,59,68,42,63,76,55,59,46,35,57,10,Qatar,Left
8976,66,66,29,190,87,4,2,1,61,64,51,59,27,75,46,68,72,55,53,59,59,57,35,67,63,66,85,66,53,57,64,15,Korea Republic,Right
8977,66,68,27,185,77,3,2,1,65,33,54,52,66,73,58,30,67,63,51,63,50,56,58,44,85,68,78,66,42,48,54,7,England,Right
8978,66,76,20,173,70,3,3,1,76,58,59,68,60,60,61,58,58,60,46,79,76,58,79,62,78,72,53,58,63,48,56,14,Belgium,Right
8979,66,77,21,176,76,4,3,1,84,64,51,68,22,58,43,68,58,58,53,83,77,62,74,67,62,67,60,40,55,56,63,9,Netherlands,Right
8980,66,74,21,182,77,3,3,1,75,63,59,69,24,64,60,67,61,62,56,77,75,62,73,61,72,70,65,54,59,56,57,13,Austria,Right
8981,66,70,22,175,70,3,2,1,72,53,59,66,63,62,63,53,56,61,55,72,65,60,75,50,60,70,61,55,60,48,58,7,Portugal,Left
8982,66,66,32,174,71,2,2,1,60,44,58,63,64,75,48,31,61,65,45,55,68,60,63,69,74,73,74,78,55,30,72,11,Saudi Arabia,Right
8983,66,66,32,171,70,3,3,1,69,68,61,68,37,68,55,71,62,66,59,69,74,65,80,65,80,70,68,63,65,64,65,15,Paraguay,Right
8984,66,73,23,184,89,3,2,1,63,68,58,62,31,53,44,72,77,63,68,61,67,52,52,62,82,61,52,40,66,78,64,13,Uruguay,Left
8985,66,66,31,175,71,2,3,1,68,41,59,64,61,65,66,35,54,60,66,67,71,60,72,54,76,73,64,55,59,48,63,6,England,Right
8986,66,66,28,180,74,3,2,1,66,38,59,61,64,72,63,33,58,60,63,65,60,60,65,44,71,71,72,74,55,39,53,12,Republic of Ireland,Right
8987,66,75,22,184,78,3,3,1,78,64,54,67,31,64,63,65,63,57,49,75,72,65,70,66,62,59,75,44,60,55,60,10,Germany,Right
8988,66,73,23,184,85,3,3,1,82,64,55,65,23,71,53,65,65,59,52,80,71,56,60,68,82,42,82,77,58,61,64,5,Uruguay,Left
8989,66,70,25,176,70,3,2,1,82,40,54,62,59,64,58,39,43,60,57,82,75,58,80,46,73,80,56,60,46,42,50,14,Germany,Right
8990,66,75,21,188,76,3,3,1,77,60,62,67,36,64,55,64,51,67,56,76,73,56,70,58,64,67,73,40,64,60,66,10,Switzerland,Left
8991,66,74,23,172,72,3,2,1,60,50,58,62,65,71,52,49,65,64,50,67,70,66,71,52,70,72,72,66,59,48,59,16,Ecuador,Right
8992,66,67,25,183,83,3,3,1,67,67,63,61,60,64,66,66,66,64,46,66,55,61,34,73,31,72,71,47,63,69,50,14,Paraguay,Left
8993,66,67,27,176,70,3,2,1,69,38,49,62,65,56,68,36,53,44,44,68,54,59,74,40,63,63,49,62,49,49,50,10,Algeria,Left
8994,66,72,23,185,77,3,3,1,68,50,65,63,62,75,64,43,63,71,67,77,63,57,62,65,69,76,75,77,57,48,56,11,Germany,Left
8995,66,81,21,182,74,3,2,1,67,43,50,50,67,71,43,45,69,59,34,69,66,58,72,45,82,78,75,51,45,31,52,14,Switzerland,Right
8996,66,67,28,180,85,3,1,1,62,65,65,66,27,66,12,8,12,25,13,25,50,64,49,49,68,34,64,21,59,19,49,65,Argentina,Right
8997,66,73,23,177,75,3,3,1,64,50,64,68,61,68,59,49,45,70,36,61,59,66,67,54,57,70,73,58,68,51,67,8,Argentina,Right
8998,66,69,26,183,74,3,2,1,54,55,61,62,62,78,54,55,62,69,47,49,56,55,61,60,65,74,80,79,57,52,54,9,France,Right
8999,66,66,31,184,79,3,2,1,69,54,57,60,62,67,63,48,50,62,58,70,67,55,63,66,61,74,66,63,48,54,63,9,Switzerland,Left
9000,66,66,31,183,77,3,2,1,72,46,58,57,65,70,62,48,55,69,55,68,58,59,56,65,80,58,74,70,48,36,47,6,Spain,Left
9001,66,66,32,169,67,5,3,1,86,59,60,70,42,64,56,59,52,61,41,91,86,59,91,58,91,76,68,34,66,62,66,16,Korea Republic,Right
9002,66,72,24,180,76,2,3,1,84,63,64,67,57,59,58,63,38,72,53,80,75,62,59,67,34,68,61,51,64,52,60,12,Congo,Left
9003,66,76,20,180,64,4,2,1,81,43,65,67,61,63,64,38,49,69,49,78,73,64,74,56,64,68,60,65,69,36,56,5,Germany,Right
9004,66,66,29,163,69,4,4,1,68,58,70,69,23,39,66,56,33,71,67,72,80,52,70,60,38,34,46,30,69,63,56,6,Chile,Right
9005,66,74,23,169,62,4,3,1,81,57,62,71,46,53,67,61,52,61,65,81,80,64,83,64,69,70,41,58,64,45,63,5,Switzerland,Right
9006,66,79,21,202,85,1,1,1,68,65,63,66,24,65,16,7,23,19,14,20,22,55,27,47,50,25,72,20,50,18,38,63,Sweden,Right
9007,66,71,24,188,79,2,2,1,72,34,43,41,66,71,18,36,68,59,19,76,66,70,58,43,77,71,72,65,45,19,53,14,Romania,Right
9008,66,70,25,197,87,2,2,1,77,64,49,59,29,72,35,67,71,58,47,73,44,63,48,67,50,69,80,61,53,68,55,8,Sweden,Right
9009,66,66,32,187,84,2,2,2,49,53,56,51,66,71,56,48,69,58,48,51,56,63,51,64,69,61,75,75,53,51,65,7,Tunisia,Left
9010,66,66,29,180,79,3,3,1,75,67,57,66,27,67,62,66,65,62,67,75,74,61,73,73,81,60,73,58,38,69,59,15,United States,Right
9011,66,66,28,185,81,3,4,1,75,65,58,68,57,62,63,65,62,59,46,72,70,68,64,70,69,45,72,56,62,65,64,7,Colombia,Right
9012,66,66,34,193,88,4,3,1,42,68,59,63,31,74,56,68,65,62,64,41,46,69,49,70,79,50,82,84,62,68,63,8,Northern Ireland,Right
9013,66,66,36,185,79,1,1,1,65,65,63,66,50,67,14,15,11,29,18,52,49,64,30,47,70,20,60,30,46,23,55,63,Italy,Right
9014,66,66,30,190,89,2,2,1,36,32,46,44,67,69,25,24,70,59,28,37,31,65,41,59,60,49,80,71,44,41,63,11,Spain,Right
9015,66,66,34,193,86,3,2,1,36,33,41,41,67,73,33,30,76,54,36,34,34,56,41,46,72,53,85,70,33,49,51,11,Uruguay,Right
9016,66,72,23,176,67,3,3,1,78,58,59,69,60,67,40,59,47,71,49,76,77,65,76,59,51,81,62,64,61,48,64,13,Ecuador,Right
9017,66,76,22,170,71,3,2,1,84,66,63,72,52,66,60,65,65,69,52,84,80,68,80,68,68,81,63,55,57,68,49,12,Mexico,Right
9018,66,76,21,194,81,3,2,1,64,58,60,64,63,74,48,61,63,69,49,62,57,64,53,58,59,63,82,69,63,46,62,10,Jamaica,Right
9019,66,66,26,183,77,3,3,1,69,62,62,70,52,61,62,60,52,65,49,70,66,62,66,70,49,58,67,55,63,59,74,13,Spain,Right
9020,66,66,31,177,82,3,2,1,66,60,62,64,62,77,59,58,62,64,59,64,70,64,77,69,74,75,79,74,62,47,63,7,England,Right
9021,66,78,21,185,77,4,3,1,63,67,46,65,20,59,27,72,65,60,40,68,54,60,54,62,69,44,75,35,48,59,47,14,Uruguay,Right
9022,66,78,21,195,77,3,1,1,65,64,66,65,42,65,13,6,12,30,12,44,43,65,42,50,67,35,55,24,43,18,46,66,Spain,Right
9023,66,77,20,178,73,3,2,1,63,61,66,64,57,53,49,59,42,72,60,63,61,60,57,63,48,60,54,45,70,55,52,13,Argentina,Left
9024,66,66,31,177,74,2,4,1,61,59,66,69,34,55,66,57,52,67,70,64,81,66,80,63,33,51,57,58,68,59,65,8,Germany,Right
9025,66,66,33,185,82,3,2,1,32,38,52,53,63,80,32,29,65,67,49,33,61,61,53,61,80,61,90,78,43,49,55,7,Uruguay,Right
9026,66,66,30,183,78,3,3,1,58,67,57,66,29,59,50,67,63,62,56,63,77,70,67,69,77,40,70,52,56,66,66,6,France,Right
9027,66,66,31,183,76,3,4,1,63,63,66,70,49,67,65,62,50,67,67,68,79,65,76,66,71,80,65,53,67,58,71,8,England,Right
9028,66,73,23,185,82,3,2,1,58,41,53,57,64,79,37,37,67,64,31,60,51,58,50,51,82,84,80,69,55,42,60,6,Australia,Right
9029,66,67,29,183,78,2,2,1,50,25,40,46,67,70,32,23,67,52,22,49,59,67,65,34,72,64,72,70,35,42,59,11,Turkey,Right
9030,66,67,29,191,82,3,2,1,48,51,58,58,64,80,55,50,61,62,60,53,59,61,55,58,70,82,83,74,55,51,61,14,Estonia,Left
9031,66,77,20,173,68,3,3,1,79,67,53,68,28,49,35,69,66,61,59,80,76,63,85,69,73,62,39,52,60,63,60,6,Costa Rica,Right
9032,66,80,20,174,67,3,2,1,77,47,66,71,59,60,67,35,46,68,69,81,84,72,86,60,70,81,45,70,67,48,63,13,Austria,Right
9033,66,66,27,173,68,2,2,1,72,28,50,56,62,78,59,21,63,59,40,72,63,61,59,40,82,81,77,78,43,21,52,13,Bolivia,Left
9034,66,66,33,185,77,4,3,1,50,63,57,62,40,75,58,61,81,54,53,49,52,70,62,70,88,55,85,73,70,68,67,6,England,Left
9035,66,66,29,168,74,3,4,1,84,63,62,70,23,59,68,63,37,64,48,81,88,51,81,65,43,70,65,35,61,67,57,7,Chile,Right
9036,66,66,35,183,80,3,2,1,46,42,52,48,64,72,53,34,68,66,52,50,53,66,67,52,85,63,77,68,26,34,60,11,Italy,Right
9037,66,69,26,170,65,3,3,1,70,51,58,61,64,60,65,45,60,61,48,70,70,61,67,55,70,72,55,55,51,62,65,5,Venezuela,Right
